schooljaar,grade_year_secondary,outflow_position,gender,belgian_nonbelgian,eu_noneu,age_category,household_language_dutch,mother_education_level,school_progress,grade_secondary_education,school_year_level,field_of_study,residence_merged_municipality_name,residence_province_name,residence_central_city,target
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Personal care,Sint-Niklaas,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,<17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,General secondary education,Aarschot,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Body care,Hasselt,Limburg,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Ned with at least one,Upper secondary education,1 year academic delay,3,2,Mechanics-electricity,Genk,Limburg,Yes,enroll
2022-2023,3rd Grade - 1st Year,bso,Female,Belgian,EU,19-20,Exclusively Ned with everyone,Lower secondary education,More than 2 years of academic delay,3,1,Body care,Aarschot,Flemish Brabant,No,dropout
2022-2023,3rd Grade - 1st Year,bso,Male,Belgian,EU,17-18,Ned with at least one,Upper secondary education,1 year academic delay,3,1,Body care,Liedekerke,Flemish Brabant,No,dropout
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Ned with at least one,Upper secondary education,1 year academic delay,3,2,Personal care,Gent,East Flanders,Yes,enroll
2022-2023,,buso OV3,Female,Belgian,EU,18-19,,,,,5, (modernisering SO),Brecht,Antwerpen,No,dropout
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Halle,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Lower secondary education,1 year academic delay,3,2,Personal care,Sint-Niklaas,East Flanders,Yes,enroll
2022-2023,3rd Grade - 1st Year,tso,Male,Non-Belgian,EU,17-18,Ned with no one,No primary education,1 year academic delay,3,1,Graphic communication and media,Gent,East Flanders,Yes,dropout
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Personal care,Hoogstraten,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Ned with at least one,Lower secondary education,No academic delay,3,2,Mechanics-electricity,Bilzen-Hoeselt,Limburg,No,enroll
2022-2023,3rd Grade - 1st Year,bso,Female,Non-Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,1,Personal care,Lommel,Limburg,No,dropout
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Trade,Menen,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Auto,Waregem,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Trade,Genk,Limburg,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Trade,Turnhout,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Ned with at least one,Primary education,No academic delay,3,2,Trade,Sint-Niklaas,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Lower secondary education,1 year academic delay,3,2,Body care,Dendermonde,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Cooling and heating,Roeselare,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Ned with at least one,Primary education,No academic delay,3,2,Mechanics-electricity,Wetteren,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Ned with no one,Lower secondary education,1 year academic delay,3,2,Mechanics-electricity,Maasmechelen,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Ned with no one,Higher education,No academic delay,3,2,Personal care,Ninove,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Non-Belgian,EU,18-19,Ned with no one,Lower secondary education,1 year academic delay,3,2,Trade,Bilzen-Hoeselt,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,Trade,Antwerpen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Wood,Gent,East Flanders,Yes,dropout
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,General secondary education,Kasterlee,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,General secondary education,Kasterlee,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,General secondary education,Kasterlee,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,<17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Personal care,Opwijk,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Ned with at least one,Upper secondary education,1 year academic delay,3,2,Personal care,Hamme,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Construction,Geel,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,Agriculture and horticulture,Wetteren,East Flanders,No,dropout
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Trade,Boom,Antwerpen,No,enroll
2022-2023,2nd Grade - 2nd Year,aso,Female,Belgian,EU,17-18,Ned with at least one,Upper secondary education,2 years academic delay,2,2, (modernisering SO),Brugge,West Flanders,Yes,dropout
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Ned with at least one,Higher education,1 year academic delay,3,2,Agriculture and horticulture,Sint-Truiden,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Construction,Roeselare,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Non-Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Agriculture and horticulture,Sint-Truiden,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,19-20,Ned with no one,No primary education,2 years academic delay,3,2,Mechanics-electricity,Izegem,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Lower secondary education,1 year academic delay,3,2,Sport,Gent,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Wood,Herentals,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Mechanics-electricity,Zandhoven,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,Personal care,Boom,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Non-Belgian,EU,18-19,Ned with at least one,Upper secondary education,1 year academic delay,3,2,Personal care,Maasmechelen,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Non-Belgian,EU,18-19,Ned with at least one,Upper secondary education,1 year academic delay,3,2,Trade,Turnhout,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Ned with no one,No primary education,1 year academic delay,3,2,Trade,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,19-20,Exclusively Ned with everyone,Upper secondary education,2 years academic delay,3,2,Power supply,Aarschot,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,19-20,Ned with at least one,Lower secondary education,2 years academic delay,3,2,Tourism,Sint-Jans-Molenbeek,Brussels-Capital Region,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Personal care,Zaventem,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Ned with at least one,Upper secondary education,No academic delay,3,2,Mechanics-electricity,Pelt,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Non-Belgian,Non-EU,17-18,Ned with no one,No primary education,No academic delay,3,2,Personal care,Mechelen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 1st Year,tso,Female,Belgian,EU,17-18,Ned with no one,Upper secondary education,1 year academic delay,3,1,Fashion,Antwerpen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,tso,Female,Non-Belgian,Non-EU,18-19,Ned with no one,Higher education,1 year academic delay,3,2,Personal care,Mol,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Chemistry,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Non-Belgian,Non-EU,20-21,Ned with no one,No primary education,More than 2 years of academic delay,3,2,Trade,Herzele,East Flanders,No,dropout
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Ned with no one,No primary education,No academic delay,3,2,Personal care,Jette,Brussels-Capital Region,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Non-Belgian,EU,18-19,Exclusively Ned with everyone,Primary education,1 year academic delay,3,2,Trade,Aalst,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,17-18,Ned with at least one,Higher education,No academic delay,3,2,Sport,Zaventem,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,18-19,Ned with no one,Higher education,1 year academic delay,3,2,General secondary education,Oudergem,Brussels-Capital Region,No,enroll
2022-2023,3rd Grade - 1st Year,aso,Female,Belgian,EU,18-19,Ned with no one,Higher education,2 years academic delay,3,1,General secondary education,Gent,East Flanders,Yes,dropout
2022-2023,3rd Grade - 2nd Year,tso,Female,Non-Belgian,EU,18-19,Exclusively Ned with everyone,Primary education,1 year academic delay,3,2,Personal care,Stabroek,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Sport,Mechelen,Antwerpen,Yes,enroll
2022-2023,2nd Grade - 2nd Year,tso,Female,Non-Belgian,Non-EU,<17-18,Ned with at least one,Lower secondary education,1 year academic delay,2,2, (modernisering SO),Zaventem,Flemish Brabant,No,dropout
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Auto,Gent,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,<17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,General secondary education,Roosdaal,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,<17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,General secondary education,Roosdaal,Flemish Brabant,No,enroll
2022-2023,2nd Grade - 2nd Year,bso,Male,Non-Belgian,Non-EU,17-18,Ned with no one,Lower secondary education,2 years academic delay,2,2, (modernisering SO),Mechelen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Diksmuide,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Construction,Sint-Niklaas,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Ned with at least one,Upper secondary education,1 year academic delay,3,2,Auto,Sint-Niklaas,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Non-Belgian,Non-EU,18-19,Ned with no one,No primary education,1 year academic delay,3,2,Trade,Leopoldsburg,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,Trade,Knokke-Heist,West Flanders,No,enroll
2022-2023,3rd Grade - 1st Year,bso,Female,Belgian,EU,17-18,Ned with at least one,Higher education,1 year academic delay,3,1,Personal care,Denderleeuw,East Flanders,No,dropout
2022-2023,,dbso,Male,Belgian,EU,18-19,Ned with at least one,Primary education,,,/, (modernisering SO),Antwerpen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,Mechanics-electricity,Bilzen-Hoeselt,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Ned with no one,Primary education,1 year academic delay,3,2,Trade,Hasselt,Limburg,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Ned with no one,Upper secondary education,No academic delay,3,2,Body care,Jette,Brussels-Capital Region,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Primary education,No academic delay,3,2,Trade,Westerlo,Antwerpen,No,enroll
2022-2023,3rd Grade - 1st Year,aso,Female,Belgian,EU,18-19,Ned with no one,Higher education,2 years academic delay,3,1,General secondary education,Sint-Jans-Molenbeek,Brussels-Capital Region,No,dropout
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,Mechanics-electricity,Pelt,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,19-20,Exclusively Ned with everyone,Upper secondary education,2 years academic delay,3,2,Trade,Schoten,Antwerpen,No,enroll
2022-2023,,dbso,Male,Belgian,EU,17-18,Ned with at least one,Higher education,,,/, (modernisering SO),Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Agriculture and horticulture,Merchtem,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Personal care,Eeklo,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Non-Belgian,EU,18-19,Exclusively Ned with everyone,Primary education,1 year academic delay,3,2,Personal care,Maasmechelen,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,kso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Visual arts,Turnhout,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,18-19,Ned with no one,Higher education,1 year academic delay,3,2,Personal care,Merchtem,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Ned with at least one,Higher education,No academic delay,3,2,Personal care,Dilbeek,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Ned with at least one,Higher education,No academic delay,3,2,Personal care,Dilbeek,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Ned with at least one,Primary education,1 year academic delay,3,2,Mechanics-electricity,Schoten,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Ned with at least one,Primary education,1 year academic delay,3,2,Mechanics-electricity,Schoten,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Non-Belgian,EU,17-18,Ned with at least one,Lower secondary education,No academic delay,3,2,General secondary education,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,17-18,Ned with at least one,Upper secondary education,No academic delay,3,2,General secondary education,Ieper,West Flanders,No,enroll
2022-2023,3rd Grade - 1st Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Primary education,1 year academic delay,3,1,Personal care,Antwerpen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Ned with at least one,Upper secondary education,No academic delay,3,2,Personal care,Leuven,Flemish Brabant,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Maasmechelen,Limburg,No,enroll
2022-2023,3rd Grade - 1st Year,aso,Female,Belgian,EU,17-18,Ned with no one,Higher education,1 year academic delay,3,1,General secondary education,Dilsen-Stokkem,Limburg,No,dropout
2022-2023,2nd Grade - 1st Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,More than 2 years of academic delay,2,1, (modernisering SO),Herk-de-Stad,Limburg,No,dropout
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,19-20,Exclusively Ned with everyone,Upper secondary education,2 years academic delay,3,2,Cooling and heating,Keerbergen,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Agriculture and horticulture,Roeselare,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Non-Belgian,Non-EU,19-20,Ned with no one,No primary education,2 years academic delay,3,2,Wood,Gent,East Flanders,Yes,enroll
2022-2023,3rd Grade - 1st Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,1 year academic delay,3,1,Fashion,Oostende,West Flanders,Yes,dropout
